,address,Avg min between sent tnx,Avg min between received tnx,Time Diff between first and_last (Mins),Sent_tnx,Received_tnx,NumberofCreated_Contracts,UniqueReceivedFrom_Addresses,UniqueSentTo_Addresses20,MinValueReceived,MaxValueReceived,AvgValueReceived5Average,MinValSent,MaxValSent,AvgValSent,MinValueSentToContract,MaxValueSentToContract,AvgValueSentToContract,TotalTransactions(IncludingTnxtoCreate_Contract),TotalEtherSent,TotalEtherReceived,TotalEtherSent_Contracts,TotalEtherBalance,TotalERC20Tnxs:,ERC20TotalEther_Received:,ERC20TotalEther_Sent:,ERC20TotalEtherSentContract:,ERC20UniqSent_Addr:,ERC20UniqRec_Addr:,ERC20UniqRecContractAddr:,ERC20AvgTimeBetweenSent_Tnx,ERC20AvgTimeBetweenRec_Tnx,ERC20AvgTimeBetweenContract_Tnx,ERC20MinVal_Rec,ERC20MaxVal_Rec,ERC20AvgVal_Rec,ERC20MinVal_Sent,ERC20MaxVal_Sent,ERC20AvgVal_Sent,ERC20UniqSentTokenName,ERC20UniqRecTokenName,ERC20MostSentTokenType,ERC20MostRecTokenType
1335,0x6e3e57e536aab05950774945d9cdbf506865c52f,0,4234,2530049,1,2,0,2,1,7.60E+17,1.3E+18,3.80E+17,2.05979E+18,2.06E+18,2.06E+18,0,0,0,3,2.05979E+18,7.6E+17,0,0,3,41210000000000000777,0,0,0,3,0,0,76436458.5,0,777,4.12E+19,2.06E+19,0,0,0,0,3,0,VIU
1336,0x6ec56fb2436ba6706cecd42403b6a1b69ff0817f,0,83737.86207,2438091,1,30,0,26,1,1.2551E+15,7E+18,1.67E+16,27200129805580889560,2.72E+19,2.72E+19,0,0,0,31,27200129805580889560,5E+17,0,0,2,1.347E+18,0,0,0,2,0,0,115443218,0,1E+16,1.337E+18,1.35E+18,0,0,0,0,2,0,Blockwell say NOTSAFU
1337,0x6ecce18c9c35167e174033d9f9f6e4b356cd2b45,131123,66011.5,273134,2,3,0,2,2,5.00E+17,9.99E+18,3.33E+18,4.8E+17,1.10E+19,5.50E+18,0,0,0,5,1.09983E+19,9.99E+18,0,0,2,1E+16,1E+20,0,1,1,0,0,0,0,1E+16,1E+16,0,1E+20,1E+20,0,1,1,blockwell.ai KYC Casper Token,Arnoya classic
1338,0x6f0041b3906048528a6760a1bc9627a201a83e38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.337E+19,0,0,0,1,0,0,0,0,1.337E+19,1.337E+19,0,0,0,0,0,1,0,Blockwell say NOTSAFU
1339,0x6f431a1b6c368cd3abb7bacdcf0625d6749f1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5E+23,0,0,0,1,0,0,0,0,5E+23,5E+23,0,0,0,0,0,1,0,Harmony Token
1340,0x6fc7bd37879f85815e0d34e520ff502167a4e49c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.337E+19,0,0,0,1,0,0,0,0,1.337E+19,1.337E+19,0,0,0,0,0,1,0,Blockwell say NOTSAFU
1341,0x701cb175e6ca0ee8dcb61b4598b5a08e2a60bc2a,0,0,24104672,1,1,0,1,1,5E+15,5E+15,5E+15,4.874E+15,4.874E+15,4.874E+15,0,0,0,2,4.874E+15,5E+15,0,0,1,1.337E+18,0,0,0,1,0,0,0,0,1.337E+18,1.337E+18,0,0,0,0,0,1,0,Blockwell say NOTSAFU
1342,0x702d965332e3082dc976c3b4013cfe0e2c540bcb,0,3753051.667,11867404,0,4,1,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1343,0x703f0116bf2ef4c80efac751a319f097fd2dfe6c,0,1912776.2,10441776,0,6,1,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1344,0x705f704d11020ff07acde8592bb80b044e15de16,0,9642.333333,2185883,1,7,0,7,1,2.00E+17,3.3E+18,2.85E+17,8.68272E+18,8.68E+18,8.68E+18,0,0,0,8,8.68272E+18,1.998E+18,0,0,5,5348000000000000911,0,0,0,3,0,0,7137067.5,0,911,1.337E+18,1.34E+18,0,0,0,0,3,0,Blockwell say NOTSAFU
